id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,hour_of_day,day_of_week
14048230735056287409,0,2014-10-21 02:00:00,1005,1,fe8cc448,9166c161,0569f928,ecad2386,7801e8d9,07d7df22,a99f214a,154ce8c1,8a4875bd,1,0,20596,320,50,2161,0,35,-1,157,2,Tuesday
14173490904924560517,0,2014-10-21 02:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0c3b2bc3,d787e91b,1,0,15701,320,50,1722,0,35,-1,79,2,Tuesday
15194483738353333489,0,2014-10-21 02:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79,2,Tuesday
15201077289983524586,0,2014-10-21 02:00:00,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,0699f89e,46b1dc9f,f07e20f8,4,0,21647,320,50,2487,1,547,-1,51,2,Tuesday
1571627357648304923,0,2014-10-21 02:00:00,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d08deba,88fe1d5d,1,0,21647,320,50,2487,1,547,-1,51,2,Tuesday
15898897789495722221,0,2014-10-21 02:00:00,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f53737fa,c4cff2ea,1,0,21153,320,50,2420,2,35,-1,69,2,Tuesday
16051636100821359116,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,123ea0ca,01f147d8,9e371626,1,0,19251,320,50,2201,3,35,100034,43,2,Tuesday
16091096805062653561,1,2014-10-21 02:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0b3af406,86030d43,1,0,20093,300,250,2295,2,35,-1,23,2,Tuesday
17551429040562279437,0,2014-10-21 02:00:00,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d433b20f,f134d5fa,1,0,20018,300,250,2286,3,39,100079,23,2,Tuesday
17786211096336037029,0,2014-10-21 02:00:00,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,782a65ac,ce576f14,1,0,19772,320,50,2227,0,687,-1,48,2,Tuesday
17973264554963882785,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,a93e4edc,49544b07,1,0,20508,320,50,2351,3,163,-1,61,2,Tuesday
1844295413697242841,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,33291962,2347f47a,cef3e649,f26e2afb,ddcab4d6,88fe1d5d,1,2,21647,320,50,2487,1,547,-1,51,2,Tuesday
2189694110255231089,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,673d0ed0,334f1fda,34d5fa08,1,0,19251,320,50,2201,3,35,-1,43,2,Tuesday
2377227618402060559,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,16776037,3bba30cb,72caa4d9,1,2,21647,320,50,2487,1,547,-1,51,2,Tuesday
2984258904196312560,0,2014-10-21 02:00:00,1005,0,1bf0f8d0,e2e5d9f1,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,a319e15c,b7e932e7,1,0,18993,320,50,2161,0,35,-1,157,2,Tuesday
416159755676911432,0,2014-10-21 02:00:00,1005,0,9d5dba0f,964a3bd1,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,439b477b,6f21a189,1,0,19950,320,50,1800,3,167,100075,23,2,Tuesday
4434005238085572631,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,ee25f1ed,d9b5648e,75d80bbe,a99f214a,8552ee5c,ab57115f,1,0,21611,320,50,2480,3,297,100111,61,2,Tuesday
4819172429615433523,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,33291962,2347f47a,cef3e649,a99f214a,4cb7d636,2cd8ff6d,1,2,21647,320,50,2487,1,547,-1,51,2,Tuesday
507325486730750001,0,2014-10-21 02:00:00,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cc62dc37,76dc4769,1,0,16208,320,50,1800,3,167,100075,23,2,Tuesday
5497558407597979043,0,2014-10-21 02:00:00,1005,1,faf9c1c2,c8223ee3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f7853e5a,7594f139,1,0,21647,320,50,2487,1,547,-1,51,2,Tuesday
5959512537056464421,0,2014-10-21 02:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8a014cbb,3bd9e8e7,1,0,15706,320,50,1722,0,35,-1,79,2,Tuesday
614321088628756465,0,2014-10-21 02:00:00,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0829191,d0edf686,1,0,17212,320,50,1887,3,39,100194,23,2,Tuesday
621510972280609122,0,2014-10-21 02:00:00,1005,1,3dc2d6de,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f991ea53,d787e91b,1,0,21647,320,50,2487,1,547,-1,51,2,Tuesday
744047153061042711,1,2014-10-21 02:00:00,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b09c5c9a,0671f8e1,1,0,15706,320,50,1722,0,35,-1,79,2,Tuesday
7475563849652387479,0,2014-10-21 02:00:00,1005,0,9b971c93,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,656ecb8c,76dc4769,1,0,8330,320,50,761,3,175,100077,23,2,Tuesday
7730539411892337305,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,aa50890c,d9b5648e,0f2161f8,a99f214a,38756be2,cb349e4e,1,0,21647,320,50,2487,1,547,-1,51,2,Tuesday
7908545975737337842,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,a5e838a3,9955990f,1,0,19251,320,50,2201,3,35,-1,43,2,Tuesday
8183504599616233483,0,2014-10-21 02:00:00,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1893c9cb,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79,2,Tuesday
8493450594953708883,0,2014-10-21 02:00:00,1005,1,cffc1324,bc63ea42,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,a43eebfa,9a891c4a,1,0,21647,320,50,2487,1,547,100131,51,2,Tuesday
8571604320675140255,0,2014-10-21 02:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,ad52152a,15ec7f39,fc6fa53d,a99f214a,d1c0054a,c464aa46,1,0,21647,320,50,2487,1,547,-1,51,2,Tuesday
8813339078330624307,1,2014-10-21 02:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3639d06d,0989142d,1,0,15699,320,50,1722,0,35,-1,79,2,Tuesday
9053432141320889339,0,2014-10-21 02:00:00,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f2fbc004,cfae4c91,1,0,19878,320,50,2271,0,687,100079,48,2,Tuesday
10233948297687358100,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,02eb1550,6dc6b4d3,649e7a14,1,0,20596,320,50,2161,0,35,-1,157,3,Tuesday
10252963158820878428,0,2014-10-21 03:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f0a23f9c,0eb711ec,1,0,4687,320,50,423,2,39,100148,32,3,Tuesday
10619100065640523440,0,2014-10-21 03:00:00,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,db898895,8a4875bd,1,0,16208,320,50,1800,3,167,100077,23,3,Tuesday
10817681710194416913,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,374c418f,5096d134,1,0,21562,320,50,2476,2,167,100013,23,3,Tuesday
1154778620337150607,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,64fb3325,d9b5648e,0f2161f8,a99f214a,0dd4ffda,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61,3,Tuesday
12151773163527936558,1,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dc4bffd0,1f0bc64f,1,0,15702,320,50,1722,0,35,-1,79,3,Tuesday
12234320737857462058,1,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f6e1d6dc,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79,3,Tuesday
12351361241220728424,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,c98d88f6,d9b5648e,0f2161f8,a99f214a,db35ea1f,b4b19c97,1,0,21611,320,50,2480,3,299,100111,61,3,Tuesday
12448549949716725146,0,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,40b95340,3bd9e8e7,1,0,15707,320,50,1722,0,35,100084,79,3,Tuesday
12592277931635921003,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,d8784af5,2347f47a,8ded1f7a,94afe08e,0d1a469e,9e3836ff,1,0,19251,320,50,2201,3,35,-1,43,3,Tuesday
12845837498559888583,0,2014-10-21 03:00:00,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,262fc99d,8a4875bd,1,0,15702,320,50,1722,0,35,100083,79,3,Tuesday
13342382632825952412,0,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3e41eb44,e24c8b65,1,2,15699,320,50,1722,0,35,100084,79,3,Tuesday
13410767208109910837,1,2014-10-21 03:00:00,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fc693911,d787e91b,1,0,17264,320,50,1872,3,39,-1,23,3,Tuesday
14100888345876953590,0,2014-10-21 03:00:00,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9a47cd89,86030d43,1,0,20251,320,50,2323,0,687,100081,48,3,Tuesday
14192571307780970252,1,2014-10-21 03:00:00,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,988c9896,a8d2c4cf,1,0,18095,320,50,2060,3,39,100106,23,3,Tuesday
14536787993467398475,0,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2b6a4b00,d25693ce,1,0,15703,320,50,1722,0,35,100083,79,3,Tuesday
14713500255985258692,0,2014-10-21 03:00:00,1012,0,85f751fd,c4e18dd6,50e219e0,e96fc2d3,7801e8d9,07d7df22,258bf9a6,b46d8f66,289f5dac,1,2,21611,320,50,2480,3,299,100111,61,3,Tuesday
14764854329596035689,1,2014-10-21 03:00:00,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,d25693ce,1,0,17614,320,50,1993,2,1063,-1,33,3,Tuesday
14956889430543523442,1,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,ea955f54,66eaa332,81f481ad,1,0,20003,320,50,2282,3,35,-1,117,3,Tuesday
15176642282319308424,0,2014-10-21 03:00:00,1002,0,cf3a1767,98acf46c,50e219e0,ecad2386,7801e8d9,07d7df22,35f3610a,63070cc7,4042e175,0,0,17893,320,50,2039,2,39,100076,32,3,Tuesday
15320082469739495892,0,2014-10-21 03:00:00,1005,0,ee8b8550,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,31061c2e,1f0bc64f,1,0,19251,320,50,2201,3,35,-1,43,3,Tuesday
15348425563211815162,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,996db23a,1f0bc64f,1,0,19251,320,50,2201,3,35,100124,43,3,Tuesday
16209742195711948623,0,2014-10-21 03:00:00,1002,0,cf3a1767,98acf46c,50e219e0,ecad2386,7801e8d9,07d7df22,5601fd33,a0fbcf0f,d002cb2f,0,0,16920,320,50,1899,0,431,100074,117,3,Tuesday
16342923690387016926,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,e8937587,d9b5648e,0f2161f8,a99f214a,ba436c83,aad45b01,1,0,21611,320,50,2480,3,299,100111,61,3,Tuesday
16365044500201936473,0,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,56287935,a0f5f879,1,0,15705,320,50,1722,0,35,100083,79,3,Tuesday
17613875408205352043,0,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2cf889be,4ea23a13,1,0,15703,320,50,1722,0,35,-1,79,3,Tuesday
18255869031553142922,0,2014-10-21 03:00:00,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,165484c1,4962150e,1,0,15707,320,50,1722,0,35,100084,79,3,Tuesday
18289955549411172322,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,a4d0a339,562db9e6,96a7c171,1,0,18987,320,50,2158,3,291,100191,61,3,Tuesday
18299731098489700153,0,2014-10-21 03:00:00,1005,0,85f751fd,c4e18dd6,50e219e0,42da5b81,d9b5648e,0f2161f8,a99f214a,2abd4052,d056b4bf,1,0,21611,320,50,2480,3,299,100111,61,3,Tuesday
